# L  T  POL  MV
5.810000000000000000e+02 1.094768602452014566e-07 2.049796635782222123e-08 1.714148540519600481e-08
5.820000000000000000e+02 1.095259053196285017e-07 2.051872572621014105e-08 1.715912187351396710e-08
5.830000000000000000e+02 1.095749427359657139e-07 2.053953451375835233e-08 1.717678770184249093e-08
5.840000000000000000e+02 1.096239583011182500e-07 2.056039155227220398e-08 1.719448116012427909e-08
5.850000000000000000e+02 1.096729535182676639e-07 2.058129567328795649e-08 1.721220088255047118e-08
5.860000000000000000e+02 1.097219140794506321e-07 2.060224569411990260e-08 1.722994512803645651e-08
5.870000000000000000e+02 1.097708412815401095e-07 2.062324043351690775e-08 1.724771251875708404e-08
5.880000000000000000e+02 1.098197216629046146e-07 2.064427869527329536e-08 1.726550132818777954e-08
5.890000000000000000e+02 1.098685564670548208e-07 2.066535928807725404e-08 1.728331017352964759e-08
5.900000000000000000e+02 1.099173311338067745e-07 2.068648100469982704e-08 1.730113729615074443e-08
5.910000000000000000e+02 1.099660472189257951e-07 2.070764264350180670e-08 1.731898131782582832e-08
5.920000000000000000e+02 1.100146911946312573e-07 2.072884298731806665e-08 1.733684050353397244e-08
5.930000000000000000e+02 1.100632618328832931e-07 2.075008082726183131e-08 1.735471340408706651e-08
5.940000000000000000e+02 1.101117490303142004e-07 2.077135493760407416e-08 1.737259836955350045e-08
5.950000000000000000e+02 1.101601502308169049e-07 2.079266410476955991e-08 1.739049392048444874e-08
5.960000000000000000e+02 1.102084541791915363e-07 2.081400709532228461e-08 1.740839837742791270e-08
5.970000000000000000e+02 1.102566603368356515e-07 2.083538269219300207e-08 1.742631031714130780e-08
5.980000000000000000e+02 1.103047573532289246e-07 2.085678965844528512e-08 1.744422806156985593e-08
5.990000000000000000e+02 1.103527454069301230e-07 2.087822677204002433e-08 1.746215020837978234e-08
6.000000000000000000e+02 1.104006102757089846e-07 2.089969279771044998e-08 1.748007501598755078e-08
6.010000000000000000e+02 1.104483526272565945e-07 2.092118650874455052e-08 1.749800109802964679e-08
6.020000000000000000e+02 1.104959598295433935e-07 2.094270667207467879e-08 1.751592676411286108e-08
6.030000000000000000e+02 1.105434329098846230e-07 2.096425206063341349e-08 1.753385064640490059e-08
6.040000000000000000e+02 1.105907597622505609e-07 2.098582144398358150e-08 1.755177107849390503e-08
6.050000000000000000e+02 1.106379388264325381e-07 2.100741359755601573e-08 1.756968663716626769e-08
6.060000000000000000e+02 1.106849583763818245e-07 2.102902729336011171e-08 1.758759567666728324e-08
6.070000000000000000e+02 1.107318185723811675e-07 2.105066131407082258e-08 1.760549683438431387e-08
6.080000000000000000e+02 1.107785079885687122e-07 2.107231443589302709e-08 1.762338848524798301e-08
6.090000000000000000e+02 1.108250274081463131e-07 2.109398544728497451e-08 1.764126929816952252e-08
6.100000000000000000e+02 1.108713628274481726e-07 2.111567313418777372e-08 1.765913759978493009e-08
6.110000000000000000e+02 1.109175154845342409e-07 2.113737629205642423e-08 1.767699208815174204e-08
6.120000000000000000e+02 1.109634730696293981e-07 2.115909371800616965e-08 1.769483115260801336e-08
6.130000000000000000e+02 1.110092371614173063e-07 2.118082421730302998e-08 1.771265352023920533e-08
6.140000000000000000e+02 1.110547960362009957e-07 2.120256659705699940e-08 1.773045761544292030e-08
6.150000000000000000e+02 1.111001488228743001e-07 2.122431967740922399e-08 1.774824212635243634e-08
6.160000000000000000e+02 1.111452842382515661e-07 2.124608227565986494e-08 1.776600550848149823e-08
6.170000000000000000e+02 1.111902031025856957e-07 2.126785322840687624e-08 1.778374651957993343e-08
6.180000000000000000e+02 1.112348944716169095e-07 2.128963136775178051e-08 1.780146364991104974e-08
6.190000000000000000e+02 1.112793570673554095e-07 2.131141554584866572e-08 1.781915562744565313e-08
6.200000000000000000e+02 1.113235830089183777e-07 2.133320461308097024e-08 1.783682105002731305e-08
6.210000000000000000e+02 1.113675701123565219e-07 2.135499743786747891e-08 1.785445865078421724e-08
6.220000000000000000e+02 1.114113093992535723e-07 2.137679289166060521e-08 1.787206702906613511e-08
6.230000000000000000e+02 1.114547981025967297e-07 2.139858986197012835e-08 1.788964493129114509e-08
6.240000000000000000e+02 1.114980298909418874e-07 2.142038724109543488e-08 1.790719105817729412e-08
6.250000000000000000e+02 1.115410015250103930e-07 2.144218393885112001e-08 1.792470417530454105e-08
6.260000000000000000e+02 1.115837053991449836e-07 2.146397886801371092e-08 1.794218298257371148e-08
6.270000000000000000e+02 1.116261405942876081e-07 2.148577096533763278e-08 1.795962634424174018e-08
6.280000000000000000e+02 1.116682993216345604e-07 2.150755916526789528e-08 1.797703298453181853e-08
6.290000000000000000e+02 1.117101789874257561e-07 2.152934243091523718e-08 1.799440176286312212e-08
6.300000000000000000e+02 1.117517718427435958e-07 2.155111972472902001e-08 1.801173144247951277e-08
6.310000000000000000e+02 1.117930773545518471e-07 2.157289003454790174e-08 1.802902097039849036e-08
6.320000000000000000e+02 1.118340878575328656e-07 2.159465235307652954e-08 1.804626915681180309e-08
6.330000000000000000e+02 1.118748037090346713e-07 2.161640569505552301e-08 1.806347501184314541e-08
6.340000000000000000e+02 1.119152147791926643e-07 2.163814908431605785e-08 1.808063731621423565e-08
6.350000000000000000e+02 1.119553221043336562e-07 2.165988156613350059e-08 1.809775514126352503e-08
6.360000000000000000e+02 1.119951196247669751e-07 2.168160219497521935e-08 1.811482741810298501e-08
6.370000000000000000e+02 1.120346037420108007e-07 2.170331004753307569e-08 1.813185313674070028e-08
6.380000000000000000e+02 1.120737701809128316e-07 2.172500421331225666e-08 1.814883132293379432e-08
6.390000000000000000e+02 1.121126184427784761e-07 2.174668380149330377e-08 1.816576109130019106e-08
6.400000000000000000e+02 1.121511403818053167e-07 2.176834793646319028e-08 1.818264140812142760e-08
6.410000000000000000e+02 1.121893366189841501e-07 2.178999576234672252e-08 1.819947146583883645e-08
6.420000000000000000e+02 1.122272001219678745e-07 2.181162643996990360e-08 1.821625030646989359e-08
6.430000000000000000e+02 1.122647322372417131e-07 2.183323915188729892e-08 1.823297719081047129e-08
6.440000000000000000e+02 1.123019237371331295e-07 2.185483309327798050e-08 1.824965114903890391e-08
6.450000000000000000e+02 1.123387790789008576e-07 2.187640748784245274e-08 1.826627157567023935e-08
6.460000000000000000e+02 1.123752880441635546e-07 2.189796156836633659e-08 1.828283751850317514e-08
6.470000000000000000e+02 1.124114543061012486e-07 2.191949459885422724e-08 1.829934840569314253e-08
6.480000000000000000e+02 1.124472694891107819e-07 2.194100585202037916e-08 1.831580338556326993e-08
6.490000000000000000e+02 1.124827349093620950e-07 2.196249463342081376e-08 1.833220187249150470e-08
6.500000000000000000e+02 1.125178453793612771e-07 2.198396025720944971e-08 1.834854315005543121e-08
6.510000000000000000e+02 1.125526012495165806e-07 2.200540207028922251e-08 1.836482665930953845e-08
6.520000000000000000e+02 1.125869990174613962e-07 2.202681943056325622e-08 1.838105178577946255e-08
6.530000000000000000e+02 1.126210384239146638e-07 2.204821172646581868e-08 1.839721800462540132e-08
6.540000000000000000e+02 1.126547147735009518e-07 2.206957836074544229e-08 1.841332472385865838e-08
6.550000000000000000e+02 1.126880274002812365e-07 2.209091876629402753e-08 1.842937146015234755e-08
6.560000000000000000e+02 1.127209739194040795e-07 2.211223238862039463e-08 1.844535773773205930e-08
6.570000000000000000e+02 1.127535557487801748e-07 2.213351870761775637e-08 1.846128318695881931e-08
6.580000000000000000e+02 1.127857668934171462e-07 2.215477721250780861e-08 1.847714728519819479e-08
6.590000000000000000e+02 1.128176097078028686e-07 2.217600743149462908e-08 1.849294974526175916e-08
6.600000000000000000e+02 1.128490816215295854e-07 2.219720889829617893e-08 1.850869019270600177e-08
6.610000000000000000e+02 1.128801808551013001e-07 2.221838118843877443e-08 1.852436828814085805e-08
6.620000000000000000e+02 1.129109086966580448e-07 2.223952388437827531e-08 1.853998381332487783e-08
6.630000000000000000e+02 1.129412639338685215e-07 2.226063660652884054e-08 1.855553649842443634e-08
6.640000000000000000e+02 1.129712429772095803e-07 2.228171898907941964e-08 1.857102605516265972e-08
6.650000000000000000e+02 1.130008492699480126e-07 2.230277069693929537e-08 1.858645239075276637e-08
6.660000000000000000e+02 1.130300798401264084e-07 2.232379141588751403e-08 1.860181529573523123e-08
6.670000000000000000e+02 1.130589356086089313e-07 2.234478085930094424e-08 1.861711466538069709e-08
6.680000000000000000e+02 1.130874160325198703e-07 2.236573876074201410e-08 1.863235041169759469e-08
6.690000000000000000e+02 1.131155213065965468e-07 2.238666488362629522e-08 1.864752246716107951e-08
6.700000000000000000e+02 1.131432497781090419e-07 2.240755901077371605e-08 1.866263077082569501e-08
6.710000000000000000e+02 1.131706058656377988e-07 2.242842095614595368e-08 1.867767542936927528e-08
6.720000000000000000e+02 1.131975853812248819e-07 2.244925055292579177e-08 1.869265636778169599e-08
6.730000000000000000e+02 1.132241924231748318e-07 2.247004766295884789e-08 1.870757373906109568e-08
6.740000000000000000e+02 1.132504239197540585e-07 2.249081217256340414e-08 1.872242755786688497e-08
6.750000000000000000e+02 1.132762842848660600e-07 2.251154399052140047e-08 1.873721804048834459e-08
6.760000000000000000e+02 1.133017707503941813e-07 2.253224305508771506e-08 1.875194526888208627e-08
6.770000000000000000e+02 1.133268880806758883e-07 2.255290932615589704e-08 1.876660952596327854e-08
6.780000000000000000e+02 1.133516336955609043e-07 2.257354279085930418e-08 1.878121095255908982e-08
6.790000000000000000e+02 1.133760126951991278e-07 2.259414346060514425e-08 1.879574989866877825e-08
6.800000000000000000e+02 1.134000226524963031e-07 2.261471137184870614e-08 1.881022656257790948e-08
6.810000000000000000e+02 1.134236667475018542e-07 2.263524658749320422e-08 1.882464129620136954e-08
6.820000000000000000e+02 1.134469449325468975e-07 2.265574919413094905e-08 1.883899442108492548e-08
6.830000000000000000e+02 1.134698618142996452e-07 2.267621930511451343e-08 1.885328638615901390e-08
6.840000000000000000e+02 1.134924163340048591e-07 2.269665705683250728e-08 1.886751753893837325e-08
6.850000000000000000e+02 1.135146136595885597e-07 2.271706261278271744e-08 1.888168839482245473e-08
6.860000000000000000e+02 1.135364525639463341e-07 2.273743616004022525e-08 1.889579935107593764e-08
6.870000000000000000e+02 1.135579386156947136e-07 2.275777791120189960e-08 1.890985098908309600e-08
6.880000000000000000e+02 1.135790705551968144e-07 2.277808810272752270e-08 1.892384375508142037e-08
6.890000000000000000e+02 1.135998564584229316e-07 2.279836699763620691e-08 1.893777835732796515e-08
6.900000000000000000e+02 1.136202929088505183e-07 2.281861488100063613e-08 1.895165523304053761e-08
6.910000000000000000e+02 1.136403871578500075e-07 2.283883206341084812e-08 1.896547511627736166e-08
6.920000000000000000e+02 1.136601390796545958e-07 2.285901887929373778e-08 1.897923858883518332e-08
6.930000000000000000e+02 1.136795537486090846e-07 2.287917568857109431e-08 1.899294637430751162e-08
6.940000000000000000e+02 1.136986302759558820e-07 2.289930287367683424e-08 1.900659908139587322e-08
6.950000000000000000e+02 1.137173770581217890e-07 2.291940084176046502e-08 1.902019758068635612e-08
6.960000000000000000e+02 1.137357931067954066e-07 2.293947002145503228e-08 1.903374252338218491e-08
6.970000000000000000e+02 1.137538861262308427e-07 2.295951086941632006e-08 1.904723480924819076e-08
6.980000000000000000e+02 1.137716551249027245e-07 2.297952386005743353e-08 1.906067513698681041e-08
6.990000000000000000e+02 1.137891078117427671e-07 2.299950949617454606e-08 1.907406445224828101e-08
7.000000000000000000e+02 1.138062432070843767e-07 2.301946829708645936e-08 1.908740350159398237e-08
7.010000000000000000e+02 1.138230711807924914e-07 2.303940081080394900e-08 1.910069333735176734e-08
7.020000000000000000e+02 1.138395886920442019e-07 2.305930760312149210e-08 1.911393469078993514e-08
7.030000000000000000e+02 1.138558067265933407e-07 2.307918926385571797e-08 1.912712868900759301e-08
7.040000000000000000e+02 1.138717233284717039e-07 2.309904640530161774e-08 1.914027613973576643e-08
7.050000000000000000e+02 1.138873482515428824e-07 2.311887965933099331e-08 1.915337817688767468e-08
7.060000000000000000e+02 1.139026798483838833e-07 2.313868968081134369e-08 1.916643565559617969e-08
7.070000000000000000e+02 1.139177275532601799e-07 2.315847714239279417e-08 1.917944974121122533e-08
7.080000000000000000e+02 1.139324919197397392e-07 2.317824274129049087e-08 1.919242139355454851e-08
7.090000000000000000e+02 1.139469822418333150e-07 2.319798719150724688e-08 1.920535181370388324e-08
7.100000000000000000e+02 1.139611961179093223e-07 2.321771123068381196e-08 1.921824191237708675e-08
7.110000000000000000e+02 1.139751448005564011e-07 2.323741561267837760e-08 1.923109298591423432e-08
7.120000000000000000e+02 1.139888287363782577e-07 2.325710111318959194e-08 1.924390606279292137e-08
7.130000000000000000e+02 1.140022560967077695e-07 2.327676852334860670e-08 1.925668238309164377e-08
7.140000000000000000e+02 1.140154284952619473e-07 2.329641866029461765e-08 1.926942304777832064e-08
7.150000000000000000e+02 1.140283568409396318e-07 2.331605234908092734e-08 1.928212940767794514e-08
7.160000000000000000e+02 1.140410395423047359e-07 2.333567044345293459e-08 1.929480250431667177e-08
7.170000000000000000e+02 1.140534885885485935e-07 2.335527380361252367e-08 1.930744375106494916e-08
7.180000000000000000e+02 1.140657030574495779e-07 2.337486331889595539e-08 1.932005423811667886e-08
7.190000000000000000e+02 1.140776937128825117e-07 2.339443988290827191e-08 1.933263537375319989e-08
7.200000000000000000e+02 1.140894616578232848e-07 2.341400441772323318e-08 1.934518833547296657e-08
7.210000000000000000e+02 1.141010172623412900e-07 2.343355784970442730e-08 1.935771454941285846e-08
7.220000000000000000e+02 1.141123606343156229e-07 2.345310113137676631e-08 1.937021518978462369e-08
7.230000000000000000e+02 1.141235019370179687e-07 2.347263522052798310e-08 1.938269170161130308e-08
7.240000000000000000e+02 1.141344429368039972e-07 2.349216110079819580e-08 1.939514533374185288e-08
7.250000000000000000e+02 1.141451936264274308e-07 2.351167975639940541e-08 1.940757754856545803e-08
7.260000000000000000e+02 1.141557546319462028e-07 2.353119220167461967e-08 1.941998958200883278e-08
7.270000000000000000e+02 1.141661377502235387e-07 2.355069944685583478e-08 1.943238297399830327e-08
7.280000000000000000e+02 1.141763432179371598e-07 2.357020253259592752e-08 1.944475896968253256e-08
7.290000000000000000e+02 1.141863817380485993e-07 2.358970249458897579e-08 1.945711909402564836e-08
7.300000000000000000e+02 1.141962552358321151e-07 2.360920039849950847e-08 1.946946466205838474e-08
7.310000000000000000e+02 1.142059740426265711e-07 2.362869730397000420e-08 1.948179720510525970e-08
7.320000000000000000e+02 1.142155389368677927e-07 2.364819429872521389e-08 1.949411801986528202e-08
7.330000000000000000e+02 1.142249619227270370e-07 2.366769246569388532e-08 1.950642870464126949e-08
7.340000000000000000e+02 1.142342433652162782e-07 2.368719291225048786e-08 1.951873055693205502e-08
7.350000000000000000e+02 1.142433960072396235e-07 2.370669674307056928e-08 1.953102521061623062e-08
7.360000000000000000e+02 1.142524199357002048e-07 2.372620508413807494e-08 1.954331396639235568e-08
7.370000000000000000e+02 1.142613265391038581e-07 2.374571905830814611e-08 1.955559842796384075e-08
7.380000000000000000e+02 1.142701175640884513e-07 2.376523980900527551e-08 1.956787995698823444e-08
7.390000000000000000e+02 1.142788057152795874e-07 2.378476847629458345e-08 1.958016020793526810e-08
7.400000000000000000e+02 1.142873897609001698e-07 2.380430621852933634e-08 1.959244045930669836e-08
7.410000000000000000e+02 1.142958829863688235e-07 2.382385419003039769e-08 1.960472239016089841e-08
7.420000000000000000e+02 1.143042864973646648e-07 2.384341356289650589e-08 1.961700735497842731e-08
7.430000000000000000e+02 1.143126103089752661e-07 2.386298550402784384e-08 1.962929694004189137e-08
7.440000000000000000e+02 1.143208582070720232e-07 2.388257119811312341e-08 1.964159258458407708e-08
7.450000000000000000e+02 1.143290405183206003e-07 2.390217182289494295e-08 1.965389588709071172e-08
7.460000000000000000e+02 1.143371588280031518e-07 2.392178857177243464e-08 1.966620822158707380e-08
7.470000000000000000e+02 1.143452251054064391e-07 2.394142263255625213e-08 1.967853123810663240e-08
7.480000000000000000e+02 1.143532401987225077e-07 2.396107520617056498e-08 1.969086628793347254e-08
7.490000000000000000e+02 1.143612149600211697e-07 2.398074748832009929e-08 1.970321498616404125e-08
7.500000000000000000e+02 1.143691533446015067e-07 2.400044068399217219e-08 1.971557877651351087e-08
7.510000000000000000e+02 1.143770639780687549e-07 2.402015599468096011e-08 1.972795920268588516e-08
7.520000000000000000e+02 1.143849504279175696e-07 2.403989462979735682e-08 1.974035769266425787e-08
7.530000000000000000e+02 1.143928236618433982e-07 2.405965779497175615e-08 1.975277585804083458e-08
7.540000000000000000e+02 1.144006855832553089e-07 2.407944670103818301e-08 1.976521506805290770e-08
7.550000000000000000e+02 1.144085479689552272e-07 2.409926255465104112e-08 1.977767695382698642e-08
7.560000000000000000e+02 1.144164119896384801e-07 2.411910656817364692e-08 1.979016285370408864e-08
7.570000000000000000e+02 1.144242881707482684e-07 2.413897994732835024e-08 1.980267435084831008e-08
7.580000000000000000e+02 1.144321789151687266e-07 2.415888390295960180e-08 1.981521281290637743e-08
7.590000000000000000e+02 1.144400959741891212e-07 2.417881963691834763e-08 1.982777984900956444e-08
7.600000000000000000e+02 1.144480387249519670e-07 2.419878835667516063e-08 1.984037672044440109e-08
7.610000000000000000e+02 1.144560211294282087e-07 2.421879125995772973e-08 1.985300509362940810e-08
7.620000000000000000e+02 1.144640445657408619e-07 2.423882954939855098e-08 1.986566627857966687e-08
7.630000000000000000e+02 1.144721189920163993e-07 2.425890441573626909e-08 1.987836180221286091e-08
7.640000000000000000e+02 1.144802481384323975e-07 2.427901705622162065e-08 1.989109303484727536e-08
7.650000000000000000e+02 1.144884419775940739e-07 2.429916865285297875e-08 1.990386148636441525e-08
7.660000000000000000e+02 1.144967020392030808e-07 2.431936039362533922e-08 1.991666844092130231e-08
7.670000000000000000e+02 1.145050379597537432e-07 2.433959345047000586e-08 1.992951537974681506e-08
7.680000000000000000e+02 1.145134538415529649e-07 2.435986900219221294e-08 1.994240364975680026e-08
7.690000000000000000e+02 1.145219589778682019e-07 2.438018820849188683e-08 1.995533470279648407e-08
7.700000000000000000e+02 1.145305552182095131e-07 2.440055223531019377e-08 1.996830979377707395e-08
7.710000000000000000e+02 1.145392532183666906e-07 2.442096222898617416e-08 1.998133039570896565e-08
7.720000000000000000e+02 1.145480556204019124e-07 2.444141934136154851e-08 1.999439776673210733e-08
7.730000000000000000e+02 1.145569719438055999e-07 2.446192470445660935e-08 2.000751332216743615e-08
7.740000000000000000e+02 1.145660033730850378e-07 2.448247945481472909e-08 2.002067825054594442e-08
7.750000000000000000e+02 1.145751622497268698e-07 2.450308470585030765e-08 2.003389403199690307e-08
7.760000000000000000e+02 1.145844474126345710e-07 2.452374157704366553e-08 2.004716175488968816e-08
7.770000000000000000e+02 1.145938724256283774e-07 2.454445116413108573e-08 2.006048291342534884e-08
7.780000000000000000e+02 1.146034364391879370e-07 2.456521456555068119e-08 2.007385857859864673e-08
7.790000000000000000e+02 1.146131505987733842e-07 2.458603285907583624e-08 2.008729014116171957e-08
7.800000000000000000e+02 1.146230154561054524e-07 2.460690711976006609e-08 2.010077868689239648e-08
7.810000000000000000e+02 1.146330412281641877e-07 2.462783840607626563e-08 2.011432554981853083e-08
7.820000000000000000e+02 1.146432289581987121e-07 2.464882776892552688e-08 2.012793180124476925e-08
7.830000000000000000e+02 1.146535898520947038e-07 2.466987624539433740e-08 2.014159877838092046e-08
7.840000000000000000e+02 1.146641236299959976e-07 2.469098486099733498e-08 2.015532747796007797e-08
7.850000000000000000e+02 1.146748417697939501e-07 2.471215462814387025e-08 2.016911921498280690e-08
7.860000000000000000e+02 1.146857433981932254e-07 2.473338654783227112e-08 2.018297493494891002e-08
7.870000000000000000e+02 1.146968401355518604e-07 2.475468160590179146e-08 2.019689592583428026e-08
7.880000000000000000e+02 1.147081306600802347e-07 2.477604077555257384e-08 2.021088308417719186e-08
7.890000000000000000e+02 1.147196266824144009e-07 2.479746501556410100e-08 2.022493766748753279e-08
7.900000000000000000e+02 1.147313264793991429e-07 2.481895527071497015e-08 2.023906052428712579e-08
7.910000000000000000e+02 1.147432418208010362e-07 2.484051247041638402e-08 2.025325287990737494e-08
7.920000000000000000e+02 1.147553706389713373e-07 2.486213753035378669e-08 2.026751553602791045e-08
7.930000000000000000e+02 1.147677262756646602e-07 2.488383134901218556e-08 2.028184973195518081e-08
7.940000000000000000e+02 1.147803047809659031e-07 2.490559481234143682e-08 2.029625617244865611e-08
7.950000000000000000e+02 1.147931187186311091e-07 2.492742878604664743e-08 2.031073603476671969e-08
7.960000000000000000e+02 1.148061661693517002e-07 2.494933412393790835e-08 2.032529005123319626e-08
7.970000000000000000e+02 1.148194579251014667e-07 2.497131165876002796e-08 2.033991930423018965e-08
7.980000000000000000e+02 1.148329912037887689e-07 2.499336221209801328e-08 2.035462445884919095e-08
7.990000000000000000e+02 1.148467774657803548e-07 2.501548658162559115e-08 2.036940658010057476e-08
8.000000000000000000e+02 1.148608150800071348e-07 2.503768555374430628e-08 2.038426633049519080e-08
8.010000000000000000e+02 1.148751140660645775e-07 2.505995989246915532e-08 2.039920468981326443e-08
8.020000000000000000e+02 1.148896732461844848e-07 2.508231034696651167e-08 2.041422229302289341e-08
8.030000000000000000e+02 1.149045019093058420e-07 2.510473764634921063e-08 2.042932005669687486e-08
8.040000000000000000e+02 1.149195991443543730e-07 2.512724250200755095e-08 2.044449858186689179e-08
8.050000000000000000e+02 1.149349736661181160e-07 2.514982560632012397e-08 2.045975872504841538e-08
8.060000000000000000e+02 1.149506232496763321e-07 2.517248763206644915e-08 2.047510100184443622e-08
8.070000000000000000e+02 1.149665591439071008e-07 2.519522923447095065e-08 2.049052631092462152e-08
8.080000000000000000e+02 1.149827770099068077e-07 2.521805104738488019e-08 2.050603505360074752e-08
8.090000000000000000e+02 1.149992876365225539e-07 2.524095368577998868e-08 2.052162807125027468e-08
8.100000000000000000e+02 1.150160884991206532e-07 2.526393774503719719e-08 2.053730578227969561e-08
8.110000000000000000e+02 1.150331888557319381e-07 2.528700379869827044e-08 2.055306893213461942e-08
8.120000000000000000e+02 1.150505852436604547e-07 2.531015240334561331e-08 2.056891786505991315e-08
8.130000000000000000e+02 1.150682876591870500e-07 2.533338409139128415e-08 2.058485330826086079e-08
8.140000000000000000e+02 1.150862922063618588e-07 2.535669937717657165e-08 2.060087554437857272e-08
8.150000000000000000e+02 1.151046090597055609e-07 2.538009875188868876e-08 2.061698526248471443e-08
8.160000000000000000e+02 1.151232339907477728e-07 2.540358268775644450e-08 2.063318268924879662e-08
8.170000000000000000e+02 1.151421757739871941e-07 2.542715163395927999e-08 2.064946842296635760e-08
8.180000000000000000e+02 1.151614328064592751e-07 2.545080601979640250e-08 2.066584273123413384e-08
8.190000000000000000e+02 1.151810117076197988e-07 2.547454625149370283e-08 2.068230609377668298e-08
8.200000000000000000e+02 1.152009105827060373e-07 2.549837271376476758e-08 2.069885872254207315e-08
8.210000000000000000e+02 1.152211362624715554e-07 2.552228577123693192e-08 2.071550105989784033e-08
8.220000000000000000e+02 1.152416854833716096e-07 2.554628576377951894e-08 2.073223322445603637e-08
8.230000000000000000e+02 1.152625662749295489e-07 2.557037301319152547e-08 2.074905565374188526e-08
8.240000000000000000e+02 1.152837761977366485e-07 2.559454781542859926e-08 2.076596844692966389e-08
8.250000000000000000e+02 1.153053208144597612e-07 2.561881044716630680e-08 2.078297191222767584e-08
8.260000000000000000e+02 1.153271979566408479e-07 2.564316115991505432e-08 2.080006611014078485e-08
8.270000000000000000e+02 1.153494134320835224e-07 2.566760018563557214e-08 2.081725131179819231e-08
8.280000000000000000e+02 1.153719652277720179e-07 2.569212772985249704e-08 2.083452753450811984e-08
8.290000000000000000e+02 1.153948575422608506e-07 2.571674397979232411e-08 2.085189494850867191e-08
8.300000000000000000e+02 1.154180898871461514e-07 2.574144909608407196e-08 2.086935357621638688e-08
8.310000000000000000e+02 1.154416655278195398e-07 2.576624321909143310e-08 2.088690350833048403e-08
8.320000000000000000e+02 1.154655833416179887e-07 2.579112646487923940e-08 2.090454469925826685e-08
8.330000000000000000e+02 1.154898472482079552e-07 2.581609892712272731e-08 2.092227721388150287e-08
8.340000000000000000e+02 1.155144545984176769e-07 2.584116067645367473e-08 2.094010090771830812e-08
8.350000000000000000e+02 1.155394107539075558e-07 2.586631176004743278e-08 2.095801584795795317e-08
8.360000000000000000e+02 1.155647123397286928e-07 2.589155220318644931e-08 2.097602181846921496e-08
8.370000000000000000e+02 1.155903639261585942e-07 2.591688200650407004e-08 2.099411881187903563e-08
8.380000000000000000e+02 1.156163616192204520e-07 2.594230114979897940e-08 2.101230654708493687e-08
8.390000000000000000e+02 1.156427096951794499e-07 2.596780958726214666e-08 2.103058495998994370e-08
8.400000000000000000e+02 1.156694052202526555e-07 2.599340725296562928e-08 2.104895375540746469e-08
8.410000000000000000e+02 1.156964522487268750e-07 2.601909405497323545e-08 2.106741281557896932e-08
8.420000000000000000e+02 1.157238467835590991e-07 2.604486988094580443e-08 2.108596176086462152e-08
8.430000000000000000e+02 1.157515926757093953e-07 2.607073459378932655e-08 2.110460042166197863e-08
8.440000000000000000e+02 1.157796868068799932e-07 2.609668803496686191e-08 2.112332840162855526e-08
8.450000000000000000e+02 1.158081314793453805e-07 2.612273002073881260e-08 2.114214543019989931e-08
8.460000000000000000e+02 1.158369238763181640e-07 2.614886034874117908e-08 2.116105107709856649e-08
8.470000000000000000e+02 1.158660654599357910e-07 2.617507878706509860e-08 2.118004499600211320e-08
8.480000000000000000e+02 1.158955535992126673e-07 2.620138508968253602e-08 2.119912671778624180e-08
8.490000000000000000e+02 1.159253904478432063e-07 2.622777897845271005e-08 2.121829587383208028e-08
8.500000000000000000e+02 1.159555721579702604e-07 2.625426016160062319e-08 2.123755190751656616e-08
8.510000000000000000e+02 1.159861023286271609e-07 2.628082831710952827e-08 2.125689445669793285e-08
8.520000000000000000e+02 1.160169752101264687e-07 2.630748310738417720e-08 2.127632285227558966e-08
8.530000000000000000e+02 1.160481937228534239e-07 2.633422416635592885e-08 2.129583666514979567e-08
8.540000000000000000e+02 1.160797523936417323e-07 2.636105111151007762e-08 2.131543519089422943e-08
8.550000000000000000e+02 1.161116552540285891e-07 2.638796353320801378e-08 2.133511799625409277e-08
8.560000000000000000e+02 1.161438953504141559e-07 2.641496100429931699e-08 2.135488428007372808e-08
8.570000000000000000e+02 1.161764759021587349e-07 2.644204307221297661e-08 2.137473353904581069e-08
8.580000000000000000e+02 1.162093917468427477e-07 2.646920926648075812e-08 2.139466499109774635e-08
8.590000000000000000e+02 1.162426444843983792e-07 2.649645909074480873e-08 2.141467803386967130e-08
8.600000000000000000e+02 1.162762295842258333e-07 2.652379203334095356e-08 2.143477186639751621e-08
8.610000000000000000e+02 1.163101478008792910e-07 2.655120755422177745e-08 2.145494581318343765e-08
8.620000000000000000e+02 1.163443936907616242e-07 2.657870509999345826e-08 2.147519900003949884e-08
8.630000000000000000e+02 1.163789686749987582e-07 2.660628408796252003e-08 2.149553073412757651e-08
8.640000000000000000e+02 1.164138669421724585e-07 2.663394392423379042e-08 2.151594008799760401e-08
8.650000000000000000e+02 1.164490900349249236e-07 2.666168398469098721e-08 2.153642633225224554e-08
8.660000000000000000e+02 1.164846318889093549e-07 2.668950363471277670e-08 2.155698849169653970e-08
8.670000000000000000e+02 1.165204927872425444e-07 2.671740221093851014e-08 2.157762575284802127e-08
8.680000000000000000e+02 1.165566677429348868e-07 2.674537903824191032e-08 2.159833714070754234e-08
8.690000000000000000e+02 1.165931563877621680e-07 2.677343341537603369e-08 2.161912178079714668e-08
8.700000000000000000e+02 1.166299529182186854e-07 2.680156462691182911e-08 2.163997863001106257e-08
8.710000000000000000e+02 1.166670577628436196e-07 2.682977193465109658e-08 2.166090680653662731e-08
