# L  T  POL  MV
6.950000000000000000e+02 9.750258708728623602e-08 1.208900281709006016e-08 1.072219666171680557e-08
6.960000000000000000e+02 9.752169699061180847e-08 1.209804704857072568e-08 1.072921705824785116e-08
6.970000000000000000e+02 9.754049057757975204e-08 1.210708326774629288e-08 1.073621856927141436e-08
6.980000000000000000e+02 9.755896394861950624e-08 1.211611164019192174e-08 1.074320143397179357e-08
6.990000000000000000e+02 9.757712604219262485e-08 1.212513234262390910e-08 1.075016605000228911e-08
7.000000000000000000e+02 9.759497297922323744e-08 1.213414555639869590e-08 1.075711267588134348e-08
7.010000000000000000e+02 9.761251589479581453e-08 1.214315147432800493e-08 1.076404175495044159e-08
7.020000000000000000e+02 9.762974880379061212e-08 1.215215029464076149e-08 1.077095353601315030e-08
7.030000000000000000e+02 9.764668397028111385e-08 1.216114222455763532e-08 1.077784849345867918e-08
7.040000000000000000e+02 9.766331651147418862e-08 1.217012747940354196e-08 1.078472690880418545e-08
7.050000000000000000e+02 9.767965743160972623e-08 1.217910628111344850e-08 1.079158925690115681e-08
7.060000000000000000e+02 9.769570214998086265e-08 1.218807886021468547e-08 1.079843583774551869e-08
7.070000000000000000e+02 9.771146135232368393e-08 1.219704545291853513e-08 1.080526713840535618e-08
7.080000000000000000e+02 9.772693270640480878e-08 1.220600630495807487e-08 1.081208350454829358e-08
7.090000000000000000e+02 9.774212674617704836e-08 1.221496166740275748e-08 1.081888543727411729e-08
7.100000000000000000e+02 9.775703812377055729e-08 1.222391180048343328e-08 1.082567325749619992e-08
7.110000000000000000e+02 9.777167937427892207e-08 1.223285696946894739e-08 1.083244750791395723e-08
7.120000000000000000e+02 9.778604806219325024e-08 1.224179744799275078e-08 1.083920856105279210e-08
7.130000000000000000e+02 9.780015357810301868e-08 1.225073351444535719e-08 1.084595693138969881e-08
7.140000000000000000e+02 9.781399468282259689e-08 1.225966545788694744e-08 1.085269302347345949e-08
7.150000000000000000e+02 9.782758354176688244e-08 1.226859356836630888e-08 1.085941739986679799e-08
7.160000000000000000e+02 9.784091567334750979e-08 1.227751814808102891e-08 1.086613043685764248e-08
7.170000000000000000e+02 9.785400434877108210e-08 1.228643949957925403e-08 1.087283272363267956e-08
7.180000000000000000e+02 9.786684577252732606e-08 1.229535793795330654e-08 1.087952465690119134e-08
7.190000000000000000e+02 9.787945196058425916e-08 1.230427377753701889e-08 1.088620682205921163e-08
7.200000000000000000e+02 9.789182120035221013e-08 1.231318734517200830e-08 1.089287965424783137e-08
7.210000000000000000e+02 9.790396511749395826e-08 1.232209896686908834e-08 1.089954374610578685e-08
7.220000000000000000e+02 9.791588099222649399e-08 1.233100898018458660e-08 1.090619953000905309e-08
7.230000000000000000e+02 9.792758023513373915e-08 1.233991772253552354e-08 1.091284760569469936e-08
7.240000000000000000e+02 9.793906183735489171e-08 1.234882554279421800e-08 1.091948843864594957e-08
7.250000000000000000e+02 9.795033704917094270e-08 1.235773278739494346e-08 1.092612263550176213e-08
7.260000000000000000e+02 9.796140370880176833e-08 1.236663981658865735e-08 1.093275065452531500e-08
7.270000000000000000e+02 9.797227490117013171e-08 1.237554698590829399e-08 1.093937313713821850e-08
7.280000000000000000e+02 9.798294809364005607e-08 1.238445466501388275e-08 1.094599054539499984e-08
7.290000000000000000e+02 9.799343527299522400e-08 1.239336321854783167e-08 1.095260351284757228e-08
7.300000000000000000e+02 9.800373562400022565e-08 1.240227302518737849e-08 1.095921253270903154e-08
7.310000000000000000e+02 9.801386077869501904e-08 1.241118445816298505e-08 1.096581824098857813e-08
7.320000000000000000e+02 9.802380877579739350e-08 1.242009790390904992e-08 1.097242112220430447e-08
7.330000000000000000e+02 9.803359294522387041e-08 1.242901374422996217e-08 1.097902184244916095e-08
7.340000000000000000e+02 9.804321093517873670e-08 1.243793237231820912e-08 1.098562088645760233e-08
7.350000000000000000e+02 9.805267683352900593e-08 1.244685417811231500e-08 1.099221893608735272e-08
7.360000000000000000e+02 9.806198803109827637e-08 1.245577956139248316e-08 1.099881647738726515e-08
7.370000000000000000e+02 9.807115725677236574e-08 1.246470891854812826e-08 1.100541417816374502e-08
7.380000000000000000e+02 9.808018359332412414e-08 1.247364265562261212e-08 1.101201255228912587e-08
7.390000000000000000e+02 9.808908113575743973e-08 1.248258117538282424e-08 1.101861229113289326e-08
7.400000000000000000e+02 9.809784596195709664e-08 1.249152488914800517e-08 1.102521387092282119e-08
7.410000000000000000e+02 9.810649275656163922e-08 1.250047420472090675e-08 1.103181799401931444e-08
7.420000000000000000e+02 9.811502000981817911e-08 1.250942953842814209e-08 1.103842517146597218e-08
7.430000000000000000e+02 9.812343909947121049e-08 1.251839130255362135e-08 1.104503606423327997e-08
7.440000000000000000e+02 9.813175124919234661e-08 1.252735991811233631e-08 1.105165122174931788e-08
7.450000000000000000e+02 9.813996818272869094e-08 1.253633580133688937e-08 1.105827131108608892e-08
7.460000000000000000e+02 9.814808891328054688e-08 1.254531937618841831e-08 1.106489685278579163e-08
7.470000000000000000e+02 9.815612683653373836e-08 1.255431106277206257e-08 1.107152853770801428e-08
7.480000000000000000e+02 9.816408025274556930e-08 1.256331128769876024e-08 1.107816687685447757e-08
7.490000000000000000e+02 9.817196143295091654e-08 1.257232047410314184e-08 1.108481254579187444e-08
7.500000000000000000e+02 9.817977186796011331e-08 1.258133904972354467e-08 1.109146609839062371e-08
7.510000000000000000e+02 9.818752157924214591e-08 1.259036744001646709e-08 1.109812817853195560e-08
7.520000000000000000e+02 9.819521169324371099e-08 1.259940607435883495e-08 1.110479933390749788e-08
7.530000000000000000e+02 9.820285462873322958e-08 1.260845537986115712e-08 1.111148023998314993e-08
7.540000000000000000e+02 9.821044985061244710e-08 1.261751578635922299e-08 1.111817141874220115e-08
7.550000000000000000e+02 9.821801061700161207e-08 1.262658772133889781e-08 1.112487355585003694e-08
7.560000000000000000e+02 9.822553567822195720e-08 1.263567161542323349e-08 1.113158716022688384e-08
7.570000000000000000e+02 9.823303703819748556e-08 1.264476789571744993e-08 1.113831289665561518e-08
7.580000000000000000e+02 9.824051472954196994e-08 1.265387699233362145e-08 1.114505128893453331e-08
7.590000000000000000e+02 9.824798202054563936e-08 1.266299933083600159e-08 1.115180301453561438e-08
7.600000000000000000e+02 9.825543589984642269e-08 1.267213534022043574e-08 1.115856855025473670e-08
7.610000000000000000e+02 9.826289190065505570e-08 1.268128544456005037e-08 1.116534860076239881e-08
7.620000000000000000e+02 9.827034907633000470e-08 1.269045007126874767e-08 1.117214366646701468e-08
7.630000000000000000e+02 9.827781892240379495e-08 1.269962964181930597e-08 1.117895439016188014e-08
7.640000000000000000e+02 9.828530289199609641e-08 1.270882458197897388e-08 1.118578130120554442e-08
7.650000000000000000e+02 9.829281253104868112e-08 1.271803531003093123e-08 1.119262503593421898e-08
7.660000000000000000e+02 9.830034707895435129e-08 1.272726224840037709e-08 1.119948608611970352e-08
7.670000000000000000e+02 9.830791776982969179e-08 1.273650581179335036e-08 1.120636507668543812e-08
7.680000000000000000e+02 9.831552647893961896e-08 1.274576641961775332e-08 1.121326252944936707e-08
7.690000000000000000e+02 9.832318412023005895e-08 1.275504448207982523e-08 1.122017905779480801e-08
7.700000000000000000e+02 9.833089030735023953e-08 1.276434041395139728e-08 1.122711514340535024e-08
7.710000000000000000e+02 9.833865736406162087e-08 1.277365462066215429e-08 1.123407141072907465e-08
7.720000000000000000e+02 9.834648573546418785e-08 1.278298751199701438e-08 1.124104834464531006e-08
7.730000000000000000e+02 9.835438660880694825e-08 1.279233948845441520e-08 1.124804654528000649e-08
7.740000000000000000e+02 9.836235899703192663e-08 1.280171095434345336e-08 1.125506646796086153e-08
7.750000000000000000e+02 9.837041696273635116e-08 1.281110230321824466e-08 1.126210874376275803e-08
7.760000000000000000e+02 9.837855716684671502e-08 1.282051393338963844e-08 1.126917378432144894e-08
7.770000000000000000e+02 9.838679494925343920e-08 1.282994623220675770e-08 1.127626222912714899e-08
7.780000000000000000e+02 9.839512730817873624e-08 1.283939959013954886e-08 1.128337448365968504e-08
7.790000000000000000e+02 9.840356715895150613e-08 1.284887438839770444e-08 1.129051114253096488e-08
7.800000000000000000e+02 9.841211294753020759e-08 1.285837100867632312e-08 1.129767261959947337e-08
7.810000000000000000e+02 9.842077666512206012e-08 1.286788982567588748e-08 1.130485948573600904e-08
7.820000000000000000e+02 9.842955730307415531e-08 1.287743121212196485e-08 1.131207215036612468e-08
7.830000000000000000e+02 9.843846786780002234e-08 1.288699553532664569e-08 1.131931118787628698e-08
7.840000000000000000e+02 9.844750603733474122e-08 1.289658315865561122e-08 1.132657697564501378e-08
7.850000000000000000e+02 9.845668513142863803e-08 1.290619444061335443e-08 1.133387008015184328e-08
7.860000000000000000e+02 9.846600224776095902e-08 1.291582973585232547e-08 1.134119085740557190e-08
7.870000000000000000e+02 9.847547087947545821e-08 1.292548939329688609e-08 1.134853986397221475e-08
7.880000000000000000e+02 9.848508769595667625e-08 1.293517375745339163e-08 1.135591743562426293e-08
7.890000000000000000e+02 9.849486629969768692e-08 1.294488316759466376e-08 1.136332411698675738e-08
7.900000000000000000e+02 9.850480300026003351e-08 1.295461795799762620e-08 1.137076022433884426e-08
7.910000000000000000e+02 9.851491147217818603e-08 1.296437845731880491e-08 1.137822628980058219e-08
7.920000000000000000e+02 9.852518770377987038e-08 1.297416498948164137e-08 1.138572261066426832e-08
7.930000000000000000e+02 9.853564699911215694e-08 1.298397787189559924e-08 1.139324972727637007e-08
7.940000000000000000e+02 9.854628346198624378e-08 1.299381741802065584e-08 1.140080789544892403e-08
7.950000000000000000e+02 9.855711162640507707e-08 1.300368393324027310e-08 1.140839762940738383e-08
7.960000000000000000e+02 9.856812768879604599e-08 1.301357771948175876e-08 1.141601919948593102e-08
7.970000000000000000e+02 9.857934442103371679e-08 1.302349907027592693e-08 1.142367307962101126e-08
7.980000000000000000e+02 9.859075716802476554e-08 1.303344827613849353e-08 1.143135951168379417e-08
7.990000000000000000e+02 9.860237939568220019e-08 1.304342561780105722e-08 1.143907896366863213e-08
8.000000000000000000e+02 9.861420765021005390e-08 1.305343137302091837e-08 1.144683167848348294e-08
8.010000000000000000e+02 9.862625397025824536e-08 1.306346581071653892e-08 1.145461808828059742e-08
8.020000000000000000e+02 9.863851538266603494e-08 1.307352919500470321e-08 1.146243842530098609e-08
8.030000000000000000e+02 9.865100320427541412e-08 1.308362178251533425e-08 1.147029309544821891e-08
8.040000000000000000e+02 9.866371476708300033e-08 1.309374382355232091e-08 1.147818231773644027e-08
8.050000000000000000e+02 9.867666083695571844e-08 1.310389556165585168e-08 1.148610647324331970e-08
8.060000000000000000e+02 9.868983743903101689e-08 1.311407723311185360e-08 1.149406574458747651e-08
8.070000000000000000e+02 9.870325791857316437e-08 1.312428906827825888e-08 1.150206053405335702e-08
8.080000000000000000e+02 9.871691619770563877e-08 1.313453128944035058e-08 1.151009097471055855e-08
8.090000000000000000e+02 9.873082518602660632e-08 1.314480411230333058e-08 1.151815744551070126e-08
8.100000000000000000e+02 9.874498066146057058e-08 1.315510774554480831e-08 1.152626008951944327e-08
8.110000000000000000e+02 9.875939400188895392e-08 1.316544238975589040e-08 1.153439924404023148e-08
8.120000000000000000e+02 9.877406007117445887e-08 1.317580823998159299e-08 1.154257502135988266e-08
8.130000000000000000e+02 9.878899101275180887e-08 1.318620548200374022e-08 1.155078775302690004e-08
8.140000000000000000e+02 9.880418129218803589e-08 1.319663429554850425e-08 1.155903752545720450e-08
8.150000000000000000e+02 9.881964324304315667e-08 1.320709485169201783e-08 1.156732465510705814e-08
8.160000000000000000e+02 9.883537101930682604e-08 1.321758731503212706e-08 1.157564920555043277e-08
8.170000000000000000e+02 9.885137556454765784e-08 1.322811184163216266e-08 1.158401145485358072e-08
8.180000000000000000e+02 9.886765371190512690e-08 1.323866858065774841e-08 1.159241148688364782e-08
8.190000000000000000e+02 9.888421424925390646e-08 1.324925767279382234e-08 1.160084952832413072e-08
8.200000000000000000e+02 9.890105374101525990e-08 1.325987925107873253e-08 1.160932564046074506e-08
8.210000000000000000e+02 9.891818120897191618e-08 1.327053344161958293e-08 1.161784003556585846e-08
8.220000000000000000e+02 9.893559187095543934e-08 1.328122036121674931e-08 1.162639273530205564e-08
8.230000000000000000e+02 9.895329596884057066e-08 1.329194012091125321e-08 1.163498395188903929e-08
8.240000000000000000e+02 9.897128957362445906e-08 1.330269282186238996e-08 1.164361370023509881e-08
8.250000000000000000e+02 9.898958046129468582e-08 1.331347855888441875e-08 1.165228213687934267e-08
8.260000000000000000e+02 9.900816499924423341e-08 1.332429741732432805e-08 1.166098926134507331e-08
8.270000000000000000e+02 9.902705123128731295e-08 1.333514947611677411e-08 1.166973521597017052e-08
8.280000000000000000e+02 9.904623570560912794e-08 1.334603480406006090e-08 1.167851998289513155e-08
8.290000000000000000e+02 9.906572486045607674e-08 1.335695346418958459e-08 1.168734366144492908e-08
8.300000000000000000e+02 9.908551680586268179e-08 1.336790550947042787e-08 1.169620623832582271e-08
8.310000000000000000e+02 9.910561705700204950e-08 1.337889098604387345e-08 1.170510777933730545e-08
8.320000000000000000e+02 9.912602310671176610e-08 1.338990993115661360e-08 1.171404824286686047e-08
8.330000000000000000e+02 9.914674114767275089e-08 1.340096237425536658e-08 1.172302768523686826e-08
8.340000000000000000e+02 9.916776716425318162e-08 1.341204833650672474e-08 1.173204602292522651e-08
8.350000000000000000e+02 9.918910881124723163e-08 1.342316783078351430e-08 1.174110331518556753e-08
8.360000000000000000e+02 9.921076135807193611e-08 1.343432086226380814e-08 1.175019944873429046e-08
8.370000000000000000e+02 9.923273168301795035e-08 1.344550742721603075e-08 1.175933445152312027e-08
8.380000000000000000e+02 9.925501455183004932e-08 1.345672751488627002e-08 1.176850818337369096e-08
8.390000000000000000e+02 9.927761656258996026e-08 1.346798110501580237e-08 1.177772064907715837e-08
8.400000000000000000e+02 9.930053346863082181e-08 1.347926817073096238e-08 1.178697170420831364e-08
8.410000000000000000e+02 9.932377165126314520e-08 1.349058867548696684e-08 1.179626133177347719e-08
8.420000000000000000e+02 9.934732582018622197e-08 1.350194257595978284e-08 1.180558935168647296e-08
8.430000000000000000e+02 9.937120217102550940e-08 1.351332981980092465e-08 1.181495572618429081e-08
8.440000000000000000e+02 9.939539631313301085e-08 1.352475034738651062e-08 1.182436026972211370e-08
8.450000000000000000e+02 9.941991289678469592e-08 1.353620408981210786e-08 1.183380290135648388e-08
8.460000000000000000e+02 9.944474785164707670e-08 1.354769097236829870e-08 1.184328342279971811e-08
8.470000000000000000e+02 9.946990499551758385e-08 1.355921090877074683e-08 1.185280172137960457e-08
8.480000000000000000e+02 9.949538046099325505e-08 1.357076380932801026e-08 1.186235758363757218e-08
8.490000000000000000e+02 9.952117877579434510e-08 1.358234957141373758e-08 1.187195088886588055e-08
8.500000000000000000e+02 9.954729486274149656e-08 1.359396808918393744e-08 1.188158138672455753e-08
8.510000000000000000e+02 9.957373471726040918e-08 1.360561924484320032e-08 1.189124896160388602e-08
8.520000000000000000e+02 9.960049136248101274e-08 1.361730291641758074e-08 1.190095331499368109e-08
8.530000000000000000e+02 9.962757012109614378e-08 1.362901897079768078e-08 1.191069430364951763e-08
8.540000000000000000e+02 9.965496430909233111e-08 1.364076727022789350e-08 1.192047161535114535e-08
8.550000000000000000e+02 9.968268037826139308e-08 1.365254766658665092e-08 1.193028510707185311e-08
8.560000000000000000e+02 9.971071016742439223e-08 1.366436000644584933e-08 1.194013442555761069e-08
8.570000000000000000e+02 9.973905931182299639e-08 1.367620412688108198e-08 1.195001939876647422e-08
8.580000000000000000e+02 9.976772147453981019e-08 1.368807985942602883e-08 1.195993968392253863e-08
8.590000000000000000e+02 9.979670067426476250e-08 1.369998702587670376e-08 1.196989506710941978e-08
8.600000000000000000e+02 9.982599121731890599e-08 1.371192544376305903e-08 1.197988519927019033e-08
8.610000000000000000e+02 9.985559628066192643e-08 1.372389491954824549e-08 1.198990983575958320e-08
8.620000000000000000e+02 9.988550925257899541e-08 1.373589525641307693e-08 1.199996859688481780e-08
8.630000000000000000e+02 9.991573399714709449e-08 1.374792624596834542e-08 1.201006123251353934e-08
8.640000000000000000e+02 9.994626354613935706e-08 1.375998767760552075e-08 1.202018734138139221e-08
8.650000000000000000e+02 9.997710188832347899e-08 1.377207932861374040e-08 1.203034665886011651e-08
8.660000000000000000e+02 1.000082418103562009e-07 1.378420097438555238e-08 1.204053876483488157e-08
8.670000000000000000e+02 1.000396860295564871e-07 1.379635237887029967e-08 1.205076335889890963e-08
8.680000000000000000e+02 1.000714284334591985e-07 1.380853330345966296e-08 1.206102002335724060e-08
8.690000000000000000e+02 1.001034710929404595e-07 1.382074349943474392e-08 1.207130843270846849e-08
8.700000000000000000e+02 1.001358070763189975e-07 1.383298271415185918e-08 1.208162814079845611e-08
8.710000000000000000e+02 1.001684392516572788e-07 1.384525068657136935e-08 1.209197882083380092e-08
8.720000000000000000e+02 1.002013603744686410e-07 1.385754715071233765e-08 1.210236000733325099e-08
8.730000000000000000e+02 1.002345735311288962e-07 1.386987183278052408e-08 1.211277136261191667e-08
8.740000000000000000e+02 1.002680699872366138e-07 1.388222445424600849e-08 1.212321238338199308e-08
8.750000000000000000e+02 1.003018542076136453e-07 1.389460472926573881e-08 1.213368274093360942e-08
8.760000000000000000e+02 1.003359153915471890e-07 1.390701236718391773e-08 1.214418188554153091e-08
8.770000000000000000e+02 1.003702586912758447e-07 1.391944707081944929e-08 1.215470948662600028e-08
8.780000000000000000e+02 1.004048746110950144e-07 1.393190853720537385e-08 1.216526500164162944e-08
8.790000000000000000e+02 1.004397662684018740e-07 1.394439645794812586e-08 1.217584805593735984e-08
8.800000000000000000e+02 1.004749244572082616e-07 1.395691051882898996e-08 1.218645809930015012e-08
8.810000000000000000e+02 1.005103527130790784e-07 1.396945040072276943e-08 1.219709475193527298e-08
8.820000000000000000e+02 1.005460406843529561e-07 1.398201577921241103e-08 1.220775743379428653e-08
8.830000000000000000e+02 1.005819919524594596e-07 1.399460632413633865e-08 1.221844575429805985e-08
8.840000000000000000e+02 1.006181968496431365e-07 1.400722170153476959e-08 1.222915913338363403e-08
8.850000000000000000e+02 1.006546577160662848e-07 1.401986157042074726e-08 1.223989715011200378e-08
8.860000000000000000e+02 1.006913650649039777e-07 1.403252558800797552e-08 1.225065921651862697e-08
8.870000000000000000e+02 1.007283218670476874e-07 1.404521340290256310e-08 1.226144491153748304e-08
8.880000000000000000e+02 1.007655174831383274e-07 1.405792466360663554e-08 1.227225361933684939e-08
8.890000000000000000e+02 1.008029550431839250e-07 1.407065901026547971e-08 1.228308491278011298e-08
8.900000000000000000e+02 1.008406233553089918e-07 1.408341608218319936e-08 1.229393815700600976e-08
8.910000000000000000e+02 1.008785256327919877e-07 1.409619551097899828e-08 1.230481291822488654e-08
8.920000000000000000e+02 1.009166514973494844e-07 1.410899692836818705e-08 1.231570856576472391e-08
8.930000000000000000e+02 1.009550029937452877e-07 1.412181995750577931e-08 1.232662463819671211e-08
8.940000000000000000e+02 1.009935687866995635e-07 1.413466422310609200e-08 1.233756048324109073e-08
8.950000000000000000e+02 1.010323528026254259e-07 1.414752934037604314e-08 1.234851566141945556e-08
8.960000000000000000e+02 1.010713420424509773e-07 1.416041492789131329e-08 1.235948948707669645e-08
8.970000000000000000e+02 1.011105412283633918e-07 1.417332059359875220e-08 1.237048152686881373e-08
8.980000000000000000e+02 1.011499376363731655e-07 1.418624595017039450e-08 1.238149109311979079e-08
8.990000000000000000e+02 1.011895341307180405e-07 1.419919059887570422e-08 1.239251771637981624e-08
9.000000000000000000e+02 1.012293190729260744e-07 1.421215414723281166e-08 1.240356072144571487e-08
9.010000000000000000e+02 1.012692945879202213e-07 1.422513619072981870e-08 1.241461962208388949e-08
9.020000000000000000e+02 1.013094494698860333e-07 1.423813633146756047e-08 1.242569374486052077e-08
9.030000000000000000e+02 1.013497853550692551e-07 1.425115416082825747e-08 1.243678259066605523e-08
9.040000000000000000e+02 1.013902901188069619e-07 1.426418927500364612e-08 1.244788546751041507e-08
9.050000000000000000e+02 1.014309662195857072e-07 1.427724126253848416e-08 1.245900188667167009e-08
9.060000000000000000e+02 1.014718023400574902e-07 1.429030971438289774e-08 1.247013116493440659e-08
9.070000000000000000e+02 1.015128000323668027e-07 1.430339421647467074e-08 1.248127279745638851e-08
9.080000000000000000e+02 1.015539471140920329e-07 1.431649435561421068e-08 1.249242608270885516e-08
9.090000000000000000e+02 1.015952459159840955e-07 1.432960971500759205e-08 1.250359052533283556e-08
9.100000000000000000e+02 1.016366838931579282e-07 1.434273987899661329e-08 1.251476541839923601e-08
9.110000000000000000e+02 1.016782636638552764e-07 1.435588442828866458e-08 1.252595027106742562e-08
9.120000000000000000e+02 1.017199724292789757e-07 1.436904294495947314e-08 1.253714436937780159e-08
9.130000000000000000e+02 1.017618118288908888e-07 1.438221500845406550e-08 1.254834720669239649e-08
9.140000000000000000e+02 1.018037700364588018e-07 1.439540019916977806e-08 1.255955808488605634e-08
9.150000000000000000e+02 1.018458482659356044e-07 1.440859809532317652e-08 1.257077649139762480e-08
9.160000000000000000e+02 1.018880339409563870e-07 1.442180827655728964e-08 1.258200171431167248e-08
9.170000000000000000e+02 1.019303291478225381e-07 1.443503032087885719e-08 1.259323325721875532e-08
9.180000000000000000e+02 1.019727210203220307e-07 1.444826380781240271e-08 1.260447040635575073e-08
9.190000000000000000e+02 1.020152108365463201e-07 1.446150831583048445e-08 1.261571265736285755e-08
9.200000000000000000e+02 1.020577866904461131e-07 1.447476342489192722e-08 1.262695930597025195e-08
9.210000000000000000e+02 1.021004495276307942e-07 1.448802871437376495e-08 1.263820984890398433e-08
9.220000000000000000e+02 1.021431878614333083e-07 1.450130376517981343e-08 1.264946359670020136e-08
9.230000000000000000e+02 1.021860024070469171e-07 1.451458815897571517e-08 1.266072003965039983e-08
9.240000000000000000e+02 1.022288808324809046e-07 1.452788147826169324e-08 1.267197848305224617e-08
9.250000000000000000e+02 1.022718236787335464e-07 1.454118330647209091e-08 1.268323841566775375e-08
9.260000000000000000e+02 1.023148194362313698e-07 1.455449322918985308e-08 1.269449915939434532e-08
9.270000000000000000e+02 1.023578685050844693e-07 1.456781083247913862e-08 1.270576021224619001e-08
9.280000000000000000e+02 1.024009585960140300e-07 1.458113570580164985e-08 1.271702088400293811e-08
9.290000000000000000e+02 1.024440911291685804e-07 1.459446743766647151e-08 1.272828069711522915e-08
9.300000000000000000e+02 1.024872523924841485e-07 1.460780562210270446e-08 1.273953894612664211e-08
9.310000000000000000e+02 1.025304453963417428e-07 1.462114985118036819e-08 1.275079518315168292e-08
9.320000000000000000e+02 1.025736556879560785e-07 1.463449972395203308e-08 1.276204869764362485e-08
9.330000000000000000e+02 1.026168860363295955e-07 1.464785483680658744e-08 1.277329904369580492e-08
9.340000000000000000e+02 1.026601225705431158e-07 1.466121479471483407e-08 1.278454553240721988e-08
9.350000000000000000e+02 1.027033670684806660e-07 1.467457919899626157e-08 1.279578771295259230e-08
9.360000000000000000e+02 1.027466057776590265e-07 1.468794766082978566e-08 1.280702490420627112e-08
9.370000000000000000e+02 1.027898412045964160e-07 1.470131978709888067e-08 1.281825667291100140e-08
9.380000000000000000e+02 1.028330607510809997e-07 1.471469519569888269e-08 1.282948236546409953e-08
9.390000000000000000e+02 1.028762650118731347e-07 1.472807350036105428e-08 1.284070153398317173e-08
9.400000000000000000e+02 1.029194419535843533e-07 1.474145432547489838e-08 1.285191354251639239e-08
9.410000000000000000e+02 1.029625913234701884e-07 1.475483729299255419e-08 1.286311793454487586e-08
9.420000000000000000e+02 1.030057026107319113e-07 1.476822203404500858e-08 1.287431411725498514e-08
9.430000000000000000e+02 1.030487749677897486e-07 1.478160817949279017e-08 1.288550163385189540e-08
9.440000000000000000e+02 1.030917976696770586e-07 1.479499536739213459e-08 1.289667989720451183e-08
9.450000000000000000e+02 1.031347705034722971e-07 1.480838323790245697e-08 1.290784847641715537e-08
9.460000000000000000e+02 1.031776818076167654e-07 1.482177143765087116e-08 1.291900677610193676e-08
9.470000000000000000e+02 1.032205326222593789e-07 1.483515961631498590e-08 1.293015440417438042e-08
9.480000000000000000e+02 1.032633109459227361e-07 1.484854742946703626e-08 1.294129077432181563e-08
9.490000000000000000e+02 1.033060173426011574e-07 1.486193453680069632e-08 1.295241549772255758e-08
9.500000000000000000e+02 1.033486396204988777e-07 1.487532060330408079e-08 1.296352799805904839e-08
9.510000000000000000e+02 1.033911793382140255e-07 1.488870529933523518e-08 1.297462791740153839e-08
9.520000000000000000e+02 1.034336241813170481e-07 1.490208829955526474e-08 1.298571469050415152e-08
9.530000000000000000e+02 1.034759762108882531e-07 1.491546928579747160e-08 1.299678798280425917e-08
9.540000000000000000e+02 1.035182219540205094e-07 1.492884794291083836e-08 1.300784722720404369e-08
9.550000000000000000e+02 1.035603638568165240e-07 1.494222396496860426e-08 1.301889211127093075e-08
9.560000000000000000e+02 1.036023889419526321e-07 1.495559704688291857e-08 1.302992209230674536e-08
9.570000000000000000e+02 1.036442999788249187e-07 1.496896689565891076e-08 1.304093687509431191e-08
9.580000000000000000e+02 1.036860841007723764e-07 1.498233321752342928e-08 1.305193593954317836e-08
9.590000000000000000e+02 1.037277432976254292e-07 1.499569573160764458e-08 1.306291899055103966e-08
9.600000000000000000e+02 1.037692658235854501e-07 1.500905415729784280e-08 1.307388554259183253e-08
9.610000000000000000e+02 1.038106534106710875e-07 1.502240822508945491e-08 1.308483531858932071e-08
9.620000000000000000e+02 1.038518938205684134e-07 1.503575766932186322e-08 1.309576783855001861e-08
9.630000000000000000e+02 1.038929897058328485e-07 1.504910223132139650e-08 1.310668285883458523e-08
9.640000000000000000e+02 1.039339287330206314e-07 1.506244166000868571e-08 1.311757991851416210e-08
9.650000000000000000e+02 1.039747129415925329e-07 1.507577570928548133e-08 1.312845878190631994e-08
9.660000000000000000e+02 1.040153310215773355e-07 1.508910414283631771e-08 1.313931902029573842e-08
9.670000000000000000e+02 1.040557858828750966e-07 1.510242672744399044e-08 1.315016043132662861e-08
9.680000000000000000e+02 1.040960646364980660e-07 1.511574324091401278e-08 1.316098257955544429e-08
9.690000000000000000e+02 1.041361706166463994e-07 1.512905346474345615e-08 1.317178528954202150e-08
9.700000000000000000e+02 1.041760923909011478e-07 1.514235719065220949e-08 1.318256816552698591e-08
9.710000000000000000e+02 1.042158325815638989e-07 1.515565421448864991e-08 1.319333104345853815e-08
9.720000000000000000e+02 1.042553793244233212e-07 1.516894434308287716e-08 1.320407354126965269e-08
9.730000000000000000e+02 1.042947360557979815e-07 1.518222738697545520e-08 1.321479552210199023e-08
9.740000000000000000e+02 1.043338908404684529e-07 1.519550316755542172e-08 1.322549662642196405e-08
9.750000000000000000e+02 1.043728475035003838e-07 1.520877151078063403e-08 1.323617674526043158e-08
9.760000000000000000e+02 1.044115940971432757e-07 1.522203225300874055e-08 1.324683553649957774e-08
9.770000000000000000e+02 1.044501347586907678e-07 1.523528523596232765e-08 1.325747291695747823e-08
9.780000000000000000e+02 1.044884575557279727e-07 1.524853031122885829e-08 1.326808856370882892e-08
9.790000000000000000e+02 1.045265668964144197e-07 1.526176733607899604e-08 1.327868242259096493e-08
9.800000000000000000e+02 1.045644508749319365e-07 1.527499617784906098e-08 1.328925419048472706e-08
9.810000000000000000e+02 1.046021141425242543e-07 1.528821670920012337e-08 1.329980383533181745e-08
9.820000000000000000e+02 1.046395448352031688e-07 1.530142881434935706e-08 1.331033107961318857e-08
9.830000000000000000e+02 1.046767478330826458e-07 1.531463238181286964e-08 1.332083591065589411e-08
9.840000000000000000e+02 1.047137123279979128e-07 1.532782731112128738e-08 1.333131809055874169e-08
9.850000000000000000e+02 1.047504424055204086e-07 1.534101350819051829e-08 1.334177762025020018e-08
