# zmid	nbar (1x10^6 h^-1Mpc)
    0.001000     0.000000
    0.003000 29460.335810
    0.005000 69822.623417
    0.007000 63051.827506
    0.009000 34835.643824
    0.011000 21933.009565
    0.013000 15491.752197
    0.015000 16232.273619
    0.017000 15655.003233
    0.019000 15631.888403
    0.021000 18621.238478
    0.023000 20194.129326
    0.025000 18774.263653
    0.027000 18047.552317
    0.029000 17394.265435
    0.031000 15924.774642
    0.033000 14613.923880
    0.035000 12485.461707
    0.037000 10539.711236
    0.039000  9431.064754
    0.041000  8802.083893
    0.043000  8320.427865
    0.045000  7910.668008
    0.047000  7164.063185
    0.049000  6175.599115
    0.051000  6195.491853
    0.053000  5541.842903
    0.055000  5027.235198
    0.057000  4829.875870
    0.059000  4404.949665
    0.061000  4363.452059
    0.063000  4121.700141
    0.065000  3999.247148
    0.067000  3766.184694
    0.069000  3580.814188
    0.071000  3541.609106
    0.073000  3472.531950
    0.075000  3343.588564
    0.077000  3240.581929
    0.079000  3140.018618
    0.081000  2913.971209
    0.083000  2734.810676
    0.085000  2579.205136
    0.087000  2427.827602
    0.089000  2254.896677
    0.091000  2140.499449
    0.093000  2003.248279
    0.095000  1842.587993
    0.097000  1656.780805
    0.099000  1619.431256
    0.101000  1508.937978
    0.103000  1475.091614
    0.105000  1362.274053
    0.107000  1328.471159
    0.109000  1248.293355
    0.111000  1170.052733
    0.113000  1054.688312
    0.115000   936.223229
    0.117000   762.408574
    0.119000   670.562792
    0.121000   534.838652
    0.123000   477.874453
    0.125000   406.035839
    0.127000   356.767989
    0.129000   298.149666
    0.131000   260.001530
    0.133000   218.795863
    0.135000   187.109965
    0.137000   175.863549
    0.139000   136.575068
    0.141000   124.066771
    0.143000   115.842527
    0.145000    95.272907
    0.147000    82.099079
    0.149000    68.988754
    0.151000    20.088358
    0.153000    16.633951
    0.155000    12.362922
    0.157000    11.346474
    0.159000    13.726892
    0.161000    11.970103
    0.163000     8.834540
    0.165000     9.383179
    0.167000     7.861774
    0.169000    10.216615
    0.171000     5.973414
    0.173000     4.871992
    0.175000     4.471538
    0.177000     4.003605
    0.179000     4.467771
    0.181000     3.076310
    0.183000     3.434765
    0.185000     2.794712
    0.187000     2.174918
    0.189000     1.541327
    0.191000     2.709191
    0.193000     0.792312
    0.195000     1.205162
    0.197000     0.900831
    0.199000     1.625909
    0.201000     1.889940
    0.203000     1.183476
    0.205000     0.519245
    0.207000     0.608843
    0.209000     0.505325
    0.211000     0.469796
    0.213000     0.632724
    0.215000     0.270418
    0.217000     0.259397
    0.219000     0.658240
    0.221000     0.342264
    0.223000     0.761486
    0.225000     0.475542
    0.227000     0.261250
    0.229000     0.077528
    0.231000     0.163895
    0.233000     0.076158
    0.235000     0.000025
    0.237000     0.001629
    0.239000     0.000000
    0.241000     0.150215
    0.243000     0.079667
    0.245000     0.083738
    0.247000     0.082567
    0.249000     0.082305
    0.251000     0.040689
    0.253000     0.079213
    0.255000     0.000086
    0.257000     0.000000
    0.259000     0.000000
    0.261000     0.075084
    0.263000     0.074108
    0.265000     0.000000
    0.267000     0.000000
    0.269000     0.071306
    0.271000     0.000000
    0.273000     0.000000
    0.275000     0.000000
    0.277000     0.000000
    0.279000     0.008769
    0.281000     0.066213
    0.283000     0.050986
    0.285000     0.064651
    0.287000     0.000000
    0.289000     0.045816
    0.291000     0.009483
    0.293000     0.000000
    0.295000     0.000000
    0.297000     0.000000
    0.299000     0.000000
    0.301000     0.000000
    0.303000     0.058348
    0.305000     0.000000
    0.307000     0.000000
    0.309000     0.000000
    0.311000     0.000000
    0.313000     0.000000
    0.315000     0.000000
    0.317000     0.000000
    0.319000     0.000000
    0.321000     0.000000
    0.323000     0.000000
    0.325000     0.000000
    0.327000     0.000000
    0.329000     0.000000
    0.331000     0.000000
    0.333000     0.000000
    0.335000     0.000000
    0.337000     0.000000
    0.339000     0.048522
    0.341000     0.000000
    0.343000     0.000000
    0.345000     0.000000
    0.347000     0.000000
    0.349000     0.000000
    0.351000     0.000000
    0.353000     0.000000
    0.355000     0.000000
    0.357000     0.000000
    0.359000     0.000000
    0.361000     0.000000
    0.363000     0.000000
    0.365000     0.000000
    0.367000     0.042725
    0.369000     0.000000
    0.371000     0.000000
    0.373000     0.000000
    0.375000     0.000000
    0.377000     0.000000
    0.379000     0.000000
    0.381000     0.000000
    0.383000     0.000000
    0.385000     0.000000
    0.387000     0.000000
    0.389000     0.000000
    0.391000     0.000000
    0.393000     0.000000
    0.395000     0.000000
    0.397000     0.000000
    0.399000     0.029043
    0.401000     0.000000
    0.403000     0.000000
    0.405000     0.000000
    0.407000     0.000000
    0.409000     0.000000
    0.411000     0.000000
    0.413000     0.000000
    0.415000     0.000000
    0.417000     0.000000
    0.419000     0.000000
    0.421000     0.000000
    0.423000     0.000000
    0.425000     0.000000
    0.427000     0.000000
    0.429000     0.000000
    0.431000     0.000000
    0.433000     0.000000
    0.435000     0.000000
    0.437000     0.000000
    0.439000     0.000000
    0.441000     0.000000
    0.443000     0.000000
    0.445000     0.000000
    0.447000     0.000000
    0.449000     0.000000
    0.451000     0.000000
    0.453000     0.000000
    0.455000     0.000000
    0.457000     0.000000
    0.459000     0.000000
    0.461000     0.000000
    0.463000     0.000000
    0.465000     0.000000
    0.467000     0.000000
    0.469000     0.000000
    0.471000     0.000000
    0.473000     0.000000
    0.475000     0.000000
    0.477000     0.000000
    0.479000     0.000000
    0.481000     0.000000
    0.483000     0.000000
    0.485000     0.000000
    0.487000     0.000000
    0.489000     0.000000
    0.491000     0.000000
    0.493000     0.000000
